L = 010A
L = 0106
L = 0109
L = 0110
L = 0E08
L = 012F
L = 016C
L = 0100
L = 0101
L = 0103
L = 0104
L = 0106
L = 0108
L = 0107
L = 0109
L = 010B
L = 010D
L = 010E
L = 0111
L = 0132
L = 0136
L = 0137
L = 0156
L = 0162
L = 0163
L = 016D
L = 016E
L = FFFF
L = FFFF
